5.5517	2.4504	5.5069	2.3936
5.3233	5.4413	5.1882	5.4054
5.0606	1.8732	5.0433	1.7572
9.7441	8.127	9.6975	7.9442
4.9603	5.0858	4.8872	5.1108
-0.068119	1.5837	-0.10662	1.5466
5.6896	5.0031	5.6602	5.007
4.7312	4.0478	4.6764	4.0133
5.3214	3.2069	5.2235	3.1764
3.5502	2.1923	3.5065	2.1434
5.0467	2.6837	4.991	2.6349
-2.942	0.16519	-3.1268	0.0054022
-4.7968	-0.85762	-4.534	-0.60765
-3.2739	-0.045352	-3.3347	-0.075038
-2.7834	-0.24669	-2.9584	-0.57245
-2.703	-1.1677	-2.6392	-1.1522
-0.51162	-0.065384	-0.65889	-0.32582
-2.9395	-1.4349	-2.7542	-1.293
-5.1934	-0.90369	-5.0151	-0.82105
-3.435	-0.64045	-3.2711	-0.48349
-3.1468	-0.61924	-2.7437	-0.36844
-1.7955	0.42362	-1.8332	0.33194
-1.6413	0.2644	-1.9785	-0.1683
-3.6028	-0.35869	-3.6695	-0.54059
-2.6958	-0.76687	-2.8234	-0.93362
-3.3406	-0.93476	-3.2124	-0.86425
-7.3414	0.23041	-7.3292	0.2377
-5.5303	-0.15596	-5.5891	-0.26641
-4.1773	-0.16165	-4.381	-0.45791
7.3855	5.9846	7.5198	5.9733
3.2355	3.0759	3.3858	3.1486
5.399	4.7202	5.3348	4.6068
5.8587	5.6832	5.9792	5.6411
4.4996	3.8744	4.485	3.7335
4.6143	4.2047	4.6513	4.1448
7.0523	5.889	7.0741	5.7995
4.7745	4.5714	4.4851	4.119
5.9653	5.5498	6.0605	5.5715
5.2771	5.0396	5.3154	4.9891
2.9528	3.5566	2.9756	3.4676
4.7724	4.2611	4.8307	4.2204
6.0284	5.7518	6.0136	5.6837
5.6266	4.9936	5.5924	4.8797
1.1829	2.2289	1.2317	2.1714
-0.044478	1.7023	-0.078084	1.5107
6.7532	6.0964	6.9068	6.0857
5.9641	6.0744	5.9499	6.0571
0.38476	1.1454	0.43872	1.2925
4.1205	2.5831	3.9528	2.4777
3.6626	2.6036	3.5451	2.5485
4.5551	2.9492	4.4363	2.922
1.5028	1.239	1.1422	1.0346
-1.9008	1.0225	-1.904	1.0153
2.1496	2.5069	2.1268	2.441
-4.9449	0.25368	-5.2255	-0.10938
-3.9228	0.55088	-4.1013	0.4543
2.3919	2.3118	2.3027	2.3584
1.5893	2.0888	1.6312	2.2242
0.38265	0.61542	0.49155	0.78485
3.2581	1.2776	3.1175	1.1909
1.9933	1.1993	1.9063	1.2444
4.251	2.4044	4.0816	2.3027
0.030083	1.3099	-0.056785	1.2593
-1.0568	1.2792	-1.2344	1.0565
4.3233	4.0095	4.1554	3.7406
-1.0526	1.1826	-1.1082	1.0889
-2.6247	0.34612	-2.6183	0.41146
2.2809	1.4162	2.0094	1.1303
-1.3425	0.72358	-1.5075	0.47681
4.7288	2.6423	4.5287	2.498
-0.16331	0.73271	-0.17367	0.80044
1.0077	0.90653	0.86631	0.83872
-2.3799	0.14914	-2.3679	0.24476
0.88086	2.2999	0.69728	2.1212
1.0553	2.1027	1.1567	2.1315
-2.0605	0.43479	-2.132	0.31996
0.093824	0.87333	0.12865	0.94903
1.328	1.7881	1.4529	1.9825
-2.3393	1.03	-2.5411	0.76281
0.93557	2.1812	0.956	2.1769
-7.1846	-0.23437	-7.2054	-0.2831
-5.5063	0.29956	-5.4863	0.30002
0.3561	0.7461	0.10939	0.59232
-0.11807	1.0231	-0.4576	0.76649
-1.0272	0.76177	-1.0943	0.67693
0.070134	0.86567	0.039317	0.91873
1.4556	0.72378	1.455	0.7917
0.18332	0.32291	0.20165	0.40168
-5.8475	0.15586	-5.9682	-0.031491
7.2676	6.9418	7.2775	6.8426
3.4983	4.0717	3.4064	4.0892
2.2728	2.3113	2.2631	2.3386
3.7785	4.6663	3.7682	4.6697
-1.2971	1.6798	-1.3144	1.7476
2.3558	2.2089	2.3564	2.2638
-0.71982	1.5973	-0.79784	1.8598
-0.29887	1.5603	-0.61157	1.3383
-0.50383	1.0614	-0.55569	1.0927
3.2486	2.657	3.0855	2.5307
4.6281	5.4483	4.6605	5.5254
-3.5966	0.50801	-3.6396	0.52587
8.9015	2.4536	8.8243	2.4103
5.3221	5.7433	5.1143	5.7295
2.8638	1.9929	2.8513	1.9832
-1.3339	1.6043	-1.3226	1.6073
-0.31684	0.76853	-0.4227	0.70856
-2.1518	0.77438	-2.1227	0.76918
0.93386	1.8383	0.9948	1.835
4.0284	1.6911	3.9602	1.686
-1.594	0.179	-1.6557	0.093971
3.0269	3.3191	2.9757	3.3763
0.034964	1.445	-0.03203	1.4583
3.402	2.0055	3.2769	1.8785
5.3011	5.5777	5.1865	5.5053
3.2612	3.1552	3.2553	3.172
-1.9803	0.094638	-1.9488	0.1397
1.2933	0.98684	1.1581	0.92833
7.2009	1.9219	7.206	1.9699
8.4899	4.0241	8.4328	4.0685
3.6258	3.7797	3.4346	3.7421
0.23689	1.4643	0.41349	1.7321
2.0765	2.8455	2.077	2.8587
1.437	2.3794	1.2095	2.2125
5.0352	7.0828	4.9276	7.041
3.2374	2.8402	3.1994	2.8488
2.4062	1.8534	2.1743	1.697
2.7898	3.362	2.6395	3.2126
2.7884	2.9372	2.7778	2.936
5.509	2.7607	5.5024	2.7273
1.1451	0.70978	1.0541	0.60481
6.0996	5.8036	6.0753	5.791
-1.5768	0.74468	-1.7418	0.53687
5.0264	2.8991	5.0305	2.8773
4.3495	2.7126	4.3224	2.6619
4.8719	4.79	4.7863	4.6594
4.7337	3.917	4.726	3.8809
8.8398	6.4845	8.8594	6.4112
2.7336	4.0568	2.4668	3.7977
6.5381	4.4982	6.5302	4.4724
6.1364	3.5164	6.105	3.5121
4.5587	3.8126	4.5251	3.7549
2.955	2.5087	2.8905	2.4464
3.8215	2.99	3.7546	2.9005
2.9276	1.509	2.9136	1.4855
3.9749	2.1228	4.0267	2.083
4.5406	2.3276	4.5353	2.3004
5.1797	4.5972	5.1472	4.5416
4.4178	4.9904	4.4507	4.9529
4.1004	3.3571	4.0991	3.3021
-2.0502	-0.64818	-2.1479	-0.84727
-0.60376	0.14584	-0.75197	-0.0072456
-0.23483	1.2507	-0.32772	1.1408
1.1057	1.4414	1.0311	1.3299
2.9604	3.2343	2.8744	3.154
3.789	3.0837	3.8016	3.0824
2.1736	1.38	2.1808	1.4276
1.8382	1.7612	1.8183	1.7266
1.9995	2.1217	2.0143	2.1486
5.1184	4.4551	5.1096	4.4208
4.3459	4.487	4.2663	4.3656
3.2241	3.6734	3.2162	3.6338
2.0477	2.3889	2.006	2.3416
4.4188	4.6011	4.3659	4.5275
3.7163	3.037	3.6811	2.9702
6.4437	5.5533	6.3652	5.4242
6.5845	5.1382	6.621	5.1172
4.9993	4.2173	4.974	4.1629
6.1434	5.3223	6.0546	5.2076
6.231	4.9352	6.2615	4.9527
5.3592	4.6842	5.2567	4.6144
2.0405	2.063	2.0597	2.1008
5.6586	5.8248	5.6021	5.7131
1.7463	2.2222	1.8115	2.3066
4.289	4.2231	4.2038	4.2303
6.3548	4.5461	6.3147	4.5283
4.8346	3.5567	4.741	3.5106
6.2688	4.7007	6.0268	4.4953
4.793	3.3213	4.8613	3.384
6.1126	3.932	6.2156	4.0331
5.4467	4.233	5.2817	4.0789
5.9659	4.8819	5.8848	4.7366
6.1824	4.8553	6.182	4.8624
4.4404	3.3107	4.3019	3.0729
6.4163	5.9533	6.326	5.8828
6.0653	5.4025	6.0469	5.3168
4.8742	5.1845	4.8615	5.1132
4.4826	3.0913	4.5163	3.0636
2.7771	2.729	2.8942	2.7378
5.9208	5.4657	5.8653	5.356
-2.1817	0.68858	-2.2384	0.61389
-0.62259	0.6969	-0.78531	0.5806
0.32512	1.2295	0.26005	1.1528
-1.0085	0.88742	-0.87383	0.9475
4.5748	4.2762	4.611	4.2795
6.7311	7.5689	6.6471	7.4702
1.0205	2.0356	1.0756	2.1024
4.8525	5.2674	4.8398	5.2585
4.5789	3.9508	4.6913	3.8489
2.7932	2.2826	2.7404	2.1614
0.27824	1.7803	0.29653	1.6785
-1.0012	1.1011	-1.0971	0.98791
-0.27597	1.7253	-0.28129	1.705
-0.84028	1.144	-0.85775	1.1063
6.0577	4.721	6.1065	4.724
5.943	5.8546	5.9246	5.8279
6.5776	8.1383	6.4311	7.9555
3.8592	4.0091	3.8574	3.9412
7.1291	8.656	7.1653	8.673
5.8822	7.881	5.7858	7.7114
11.279	6.1265	11.226	6.0491
10.543	6.1467	10.54	6.0937
-2.603	0.01264	-2.6375	-0.058986
-4.2077	0.036049	-4.2987	-0.12033
-5.2389	-0.1483	-5.1462	-0.049349
-0.74348	0.20517	-0.67851	0.19485
-4.2733	0.085106	-4.4297	-0.11011
-2.6086	0.44364	-2.6801	0.37401
